document,contributor_iri,contributor_literal,contributor_role,role_uri,affiliation,affiliation_uri
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,"JKI, Federal Research Institute for Cultivated Plants, Berlin, Germany",http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0001-5172-8577,Patrick Leary,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0003-1593-1417,Dimitry Mozzherin,author,http://www.wikidata.org/entity/Q482980,"Encyclopedia of Life, Woods Hole, USA",http://www.wikidata.org/entity/Q82486
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-0772-0022,Annette Olson,author,http://www.wikidata.org/entity/Q482980,American Association for the Advancement of Science,http://www.wikidata.org/entity/Q40358
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0002-3850-9983,Greg Riccardi,author,http://www.wikidata.org/entity/Q482980,"Florida State University, Tallahassee, USA",http://www.wikidata.org/entity/Q861548
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0003-4176-2274,Ivan Teage,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/introduction/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,review manager,http://www.wikidata.org/entity/Q2462658,"Vanderbilt University, Nashville, TN, USA",http://www.wikidata.org/entity/Q29052
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,lead author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-4852-2567,Vijay Barve,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-8234-0599,Mihail Carausu,author,http://www.wikidata.org/entity/Q482980,"Danish Biodiversity Information Facility (DanBIF), Copenhagen, Denmark",
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-3425-6499,Vishwas Chavan,author,http://www.wikidata.org/entity/Q482980,"Global Biodiversity Information Facility, Copenhagen, Denmark",http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/structure/,http://www.wikidata.org/entity/Q51883873,José Cuadra,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-2541-5822,Chris Freeland,author,http://www.wikidata.org/entity/Q482980,"Missouri Botanical Garden, St. Louis, USA",http://www.wikidata.org/entity/Q1852803
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,"JKI, Federal Research Institute for Cultivated Plants, Berlin, Germany",http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0001-5172-8577,Patrick Leary,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0003-1593-1417,Dimitry Mozzherin,author,http://www.wikidata.org/entity/Q482980,"Encyclopedia of Life, Woods Hole, USA",http://www.wikidata.org/entity/Q82486
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-0772-0022,Annette Olson,author,http://www.wikidata.org/entity/Q482980,American Association for the Advancement of Science,http://www.wikidata.org/entity/Q40358
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0002-3850-9983,Greg Riccardi,author,http://www.wikidata.org/entity/Q482980,"Florida State University, Tallahassee, USA",http://www.wikidata.org/entity/Q861548
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0003-4176-2274,Ivan Teage,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,author,http://www.wikidata.org/entity/Q482980,"Vanderbilt University, Nashville, TN, USA",http://www.wikidata.org/entity/Q29052
http://rs.tdwg.org/ac/doc/structure/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,review manager,http://www.wikidata.org/entity/Q2462658,"Vanderbilt University, Nashville, TN, USA",http://www.wikidata.org/entity/Q29052
http://rs.tdwg.org/ac/doc/variant/,https://orcid.org/0000-0003-4365-3135,Steven J Baskauf,lead author,http://www.wikidata.org/entity/Q482980,Vanderbilt University Heard Libraries,http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/ac/doc/variant/,https://orcid.org/0000-0002-5887-9543,Ed Baker,contributor,http://www.wikidata.org/entity/Q20204892,"Natural History Museum, London",http://www.wikidata.org/entity/Q309388
http://rs.tdwg.org/ac/doc/variant/,https://orcid.org/0000-0001-8068-3769,Dan Stowell,contributor,http://www.wikidata.org/entity/Q20204892,Queen Mary University of London,http://www.wikidata.org/entity/Q195668
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0003-4365-3135,Steven J. Baskauf,lead_author,http://www.wikidata.org/entity/Q482980,"Vanderbilt University Libraries, Nashville, TN, USA",http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0002-6155-9444,Neil S. Cobb,contributor,http://www.wikidata.org/entity/Q20204892,"Merriam-Powell Center for Environmental Research, Northern Arizona University, Flagstaff, AZ, USA",http://www.wikidata.org/entity/Q139901
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0002-0851-6883,Jennifer C. Girón Duque,contributor,http://www.wikidata.org/entity/Q20204892,"Natural Science Research Laboratory, Museum of Texas Tech University, Lubbock, TX, USA",http://www.wikidata.org/entity/Q6941030
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0002-0388-1187,Matthew Nielsen,contributor,http://www.wikidata.org/entity/Q20204892,"University of Oulu, Oulu, Finland",http://www.wikidata.org/entity/Q1357517
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0003-4277-8948,Mervin E. Pérez,contributor,http://www.wikidata.org/entity/Q20204892,"Universidad de San Carlos de Guatemala, Guatemala City, Guatemala",http://www.wikidata.org/entity/Q607331
http://rs.tdwg.org/ac/doc/orient/,https://orcid.org/0000-0003-2440-7625,Randy Singer,contributor,http://www.wikidata.org/entity/Q20204892,"University of Michigan, Ann Arbor, MI, USA",http://www.wikidata.org/entity/Q230492
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0003-4365-3135,Steven J. Baskauf,lead_author,http://www.wikidata.org/entity/Q482980,"Vanderbilt University Libraries, Nashville, TN, USA",http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0002-6155-9444,Neil S. Cobb,contributor,http://www.wikidata.org/entity/Q20204892,"Merriam-Powell Center for Environmental Research, Northern Arizona University, Flagstaff, AZ, USA",http://www.wikidata.org/entity/Q139901
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0002-0851-6883,Jennifer C. Girón Duque,contributor,http://www.wikidata.org/entity/Q20204892,"Natural Science Research Laboratory, Museum of Texas Tech University, Lubbock, TX, USA",http://www.wikidata.org/entity/Q6941030
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0002-0388-1187,Matthew Nielsen,contributor,http://www.wikidata.org/entity/Q20204892,"University of Oulu, Oulu, Finland",http://www.wikidata.org/entity/Q1357517
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0003-4277-8948,Mervin E. Pérez,contributor,http://www.wikidata.org/entity/Q20204892,"Universidad de San Carlos de Guatemala, Guatemala City, Guatemala",http://www.wikidata.org/entity/Q607331
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0003-2440-7625,Randy Singer,contributor,http://www.wikidata.org/entity/Q20204892,"University of Michigan, Ann Arbor, MI, USA",http://www.wikidata.org/entity/Q230492
http://rs.tdwg.org/ac/doc/part/,https://orcid.org/0000-0001-8939-0057,Anna M. L. Klompen,contributor,http://www.wikidata.org/entity/Q20204892,"University of Kansas, Lawrence, KS, USA",http://www.wikidata.org/entity/Q52413
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-6992-9446,Robert A. Morris,lead author,http://www.wikidata.org/entity/Q482980,"University of Massachusetts at Boston, USA",http://www.wikidata.org/entity/Q15144
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0001-7023-7386,Gregor Hagedorn,author,http://www.wikidata.org/entity/Q482980,"JKI, Federal Research Institute for Cultivated Plants, Berlin, Germany",http://www.wikidata.org/entity/Q832099
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-0772-0022,Annette Olson,author,http://www.wikidata.org/entity/Q482980,American Association for the Advancement of Science,http://www.wikidata.org/entity/Q40358
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,author,http://www.wikidata.org/entity/Q482980,"Vanderbilt University, Nashville, TN, USA",http://www.wikidata.org/entity/Q29052
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-4852-2567,Vijay Barve,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-8234-0599,Mihail Carausu,author,http://www.wikidata.org/entity/Q482980,"Danish Biodiversity Information Facility (DanBIF), Copenhagen, Denmark",http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-3425-6499,Vishwas Chavan,author,http://www.wikidata.org/entity/Q482980,"Global Biodiversity Information Facility, Copenhagen, Denmark",http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/ac/doc/termlist/,http://www.wikidata.org/entity/Q51883873,José Cuadra,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-2541-5822,Chris Freeland,author,http://www.wikidata.org/entity/Q482980,"Missouri Botanical Garden, St. Louis, USA",http://www.wikidata.org/entity/Q1852803
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0001-5172-8577,Patrick Leary,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0003-1593-1417,Dimitry Mozzherin,author,http://www.wikidata.org/entity/Q482980,"Encyclopedia of Life, Woods Hole, USA",http://www.wikidata.org/entity/Q82486
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-3850-9983,Greg Riccardi,author,http://www.wikidata.org/entity/Q482980,"Florida State University, Tallahassee, USA",http://www.wikidata.org/entity/Q861548
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0003-4176-2274,Ivan Teage,author,http://www.wikidata.org/entity/Q482980,,
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0001-8068-3769,Dan Stowell,author,http://www.wikidata.org/entity/Q482980,Queen Mary University of London,http://www.wikidata.org/entity/Q195668
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0002-5887-9543,Edward Baker,author,http://www.wikidata.org/entity/Q482980,"Natural History Museum, London",http://www.wikidata.org/entity/Q309388
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0003-0768-1286,Richard Pyle,author,http://www.wikidata.org/entity/Q482980,"Bernice P. Bishop Museum, Honolulu, HI, USA",http://www.wikidata.org/entity/Q826520
http://rs.tdwg.org/ac/doc/termlist/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,review manager,http://www.wikidata.org/entity/Q2462658,"Vanderbilt University, Nashville, TN, USA",http://www.wikidata.org/entity/Q29052
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0003-1144-0290,John Wieczorek,contributor,http://www.wikidata.org/entity/Q20204892,VertNet,http://www.wikidata.org/entity/Q98382028
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-8442-8025,Peter Desmet,contributor,http://www.wikidata.org/entity/Q20204892,Instituut voor Natuur- en Bosonderzoek (INBO),http://www.wikidata.org/entity/Q7315097
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0003-4365-3135,Steve Baskauf,contributor,http://www.wikidata.org/entity/Q20204892,Vanderbilt University Libraries,http://www.wikidata.org/entity/Q16849893
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0001-6215-3617,Tim Robertson,contributor,http://www.wikidata.org/entity/Q20204892,Global Biodiversity Information Facility,http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0001-7757-1889,Markus Döring,contributor,http://www.wikidata.org/entity/Q20204892,Global Biodiversity Information Facility,http://www.wikidata.org/entity/Q1531570
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-0596-5376,Quentin Groom,contributor,http://www.wikidata.org/entity/Q20204892,Botanic Garden Meise,http://www.wikidata.org/entity/Q3052500
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0001-6413-3185,Stijn Van Hoey,contributor,http://www.wikidata.org/entity/Q20204892,Instituut voor Natuur- en Bosonderzoek (INBO),http://www.wikidata.org/entity/Q7315097
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0003-1273-1807,David Bloom,contributor,http://www.wikidata.org/entity/Q20204892,VertNet,http://www.wikidata.org/entity/Q98382028
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-6056-5084,Paula Zermoglio,contributor,http://www.wikidata.org/entity/Q20204892,VertNet,http://www.wikidata.org/entity/Q98382028
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0001-6682-1504,Robert Guralnick,contributor,http://www.wikidata.org/entity/Q20204892,University of Florida,http://www.wikidata.org/entity/Q501758
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-5905-1617,John Deck,contributor,http://www.wikidata.org/entity/Q20204892,Genomic Biodiversity Working Group,http://www.wikidata.org/entity/Q98382041
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-5178-4170,Gail Kampmeier,contributor,http://www.wikidata.org/entity/Q20204892,Illinois Natural History Survey,http://www.wikidata.org/entity/Q5999587
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-6513-4996,Dave Vieglais,contributor,http://www.wikidata.org/entity/Q20204892,KU Natural History Museum,http://www.wikidata.org/entity/Q1111807
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-7104-7266,Renato De Giovanni,contributor,http://www.wikidata.org/entity/Q20204892,Centro de Referência em Informação Ambiental,http://www.wikidata.org/entity/Q29168927
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0003-1031-3249,Campbell Webb,contributor,http://www.wikidata.org/entity/Q20204892,TDWG RDF/OWL Task Group,http://www.wikidata.org/entity/Q4914768
http://rs.tdwg.org/dwc/doc/list/,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5e51de22-d841-4c47-b0c4-d5ad0bd03035,Paul J. Morris,contributor,http://www.wikidata.org/entity/Q20204892,Harvard University Herbaria/Museum of Comparative Zoölogy,http://www.wikidata.org/entity/Q51926077
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0003-0632-7576,Mark Schildhauer,contributor,http://www.wikidata.org/entity/Q20204892,National Center for Ecological Analysis and Synthesis,http://www.wikidata.org/entity/Q6971323
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0001-9284-7900,Sophia Ratcliffe,contributor,http://www.wikidata.org/entity/Q20204892,National Biodiversity Network Trust,http://www.wikidata.org/entity/Q6970988
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-1970-7044,Teresa J. Mayfield-Meyer,contributor,http://www.wikidata.org/entity/Q20204892,"The University of New Mexico, Arctos",http://www.wikidata.org/entity/Q1190812
http://rs.tdwg.org/dwc/doc/list/,https://orcid.org/0000-0002-6544-1363,Christian Bölling,contributor,http://www.wikidata.org/entity/Q20204892,Museum für Naturkunde Berlin - Leibniz-Institut für Evolutions- und Biodiversitätsforschung,http://www.wikidata.org/entity/Q233098
